Name,Age,Education,Children,Profession,Phone,Amount,Return credit
Уайтон Рутьев,31,1,7,Сварщик,77491556486,114000,0
Фихар Асадчев,47,8,0,Официант,78868293759,142000,0
Йегане Гусарук,81,1,7,Орнитолог,77232992343,137000,0
Сафва Колдомасова,53,6,7,Бригадир железнодорожного пути,77930214438,148000,0
Стеве Ллогвинов,95,9,4,Ветеринар,75619813489,111000,0
Ставр Бедаш,43,9,4,Танцор балета,71119118701,147000,1
Айзан Ногимов,30,5,6,Ботаник,74773715645,119000,0
Амрулла Дюковлева,34,1,4,Менеджер по продажам,71333631234,125000,1
Урманчи Субтельный,60,2,1,Ювелир,79130398885,148000,1
Пина Трикулина,64,1,4,Дефектолог,73070267755,117000,0
Лачин Сельмов,86,4,1,Инженер-химик,78715114647,101000,0
Кантидиан Попелов,27,1,4,Окулист,75046816847,137000,1
Гончег Комчаров,26,6,7,Ремонтник,71837570731,114000,1
Парри Иевский,95,1,0,Бизнес-консультант,78446952557,149000,0
Ангелита Коксемякина,83,2,6,Испытатель,77844135741,128000,0
Стоимир Скабарыхин,64,0,2,Мусоропроводчик,79018832731,110000,0
Аксольд Кандаков,40,6,3,Маркшейдер,71972819918,112000,0
Жаухария Карьгина,33,3,3,Андролог,78341708517,114000,0
Цветомила Шахтина,54,4,1,Фрезеровщик,76529980393,100000,1
Одеслав Хачарян,20,3,0,Главный конструктор,76624320318,118000,0
Ромиль Хохулев,50,0,0,Ботаник,76213684570,105000,0
Танзелита Митрясова,53,8,0,Садовник,76601228832,107000,1
Ньюелл Замоглядов,56,5,4,Скотник,76509940745,140000,0
Натанэль Комаганов,86,6,3,Бригадир железнодорожного пути,76388584325,101000,1
Елижбета Легкова,98,1,2,Банковский кассир-операционист,73952958970,119000,0
Гераина Кандасова,31,5,4,Сметчик,75002942994,122000,1
Греза Галыга,84,2,6,Ботаник,74769672675,104000,1
Алиакпер Шайгарданов,69,8,7,Уборщица,78689158476,147000,0
Нурасыл Брусницов,56,8,6,Физик,73872829849,149000,1
Туба Фарсаева,54,1,1,Кинолог,76711424812,128000,0
Таквин Магурин,46,8,6,Скотник,74445491488,138000,1
Карсарат Бургуладзе,25,6,3,Картограф,72357920308,109000,1
Марксыза Сеглина,79,2,7,Диспетчер,79632499509,106000,1
Уиндсор Шиняускисне,51,4,0,Ботаник,79722212734,131000,1
Нарин Особливый,79,6,0,Инструктор по видам спорта,73757912240,102000,1
Ждамиля Дарлина,41,4,4,Штукатур,72694179690,146000,1
Ренгина Холденкова,39,4,1,Ботаник,76273075865,106000,1
Рахбар Журовский,52,6,4,Бухгалтер,77050584769,144000,1
Петерис Баскиков,58,8,3,Главный технолог,77668606429,101000,1
Айвика Бушихина,77,3,7,Горняк,76165159089,129000,0
Оллиада Мухалова,76,4,0,Флорист,73342633528,121000,0
Пахуздек Ледяшов,56,1,7,Сметчик,78957149982,105000,0
Назават Палюшкевич,24,8,2,Геолог,74554076828,126000,0
Аубри Кривинченко,35,6,2,Космонавт,71508494546,133000,1
Атихталлах Шманев,19,1,1,Артист цирка,75541072995,112000,0
Хамида Чмутина,92,7,3,Ассистент менеджера по продажам,76935668286,105000,1
Лоренс Фасин,43,2,6,Милиционер,71353645549,105000,1
Кенжекуль Сардушкин,88,6,3,Дегустатор,78320226615,136000,0
Бэрта Топонкина,70,3,5,Сценарист,79547480502,145000,1
Фелагея Архитская,72,8,5,Инженер-конструктор,78882810337,135000,1
Зеви Язовских,30,0,6,Каскадер,72326717823,114000,0
Файн Калаников,58,4,3,Оториноларинголог (ЛОР),78480849223,148000,0
Флюриса Блохина,82,4,2,Стоматолог,75036510073,136000,0
Алыпарслан Долганев,33,5,3,Фотограф,79138723668,121000,0
Джамальди Баренец,62,7,3,Пекарь,74533852522,134000,1
Греська Замуля,73,0,7,Диктор,76502202880,144000,0
Динар Зюзьков,88,2,5,Дирижер,74807599753,140000,0
Апросия Криванкова,46,7,3,Религиовед,76333481683,148000,1
Амзан Павлюкин,32,3,1,Манекенщица,73647580993,114000,0
Гальмия Рыбасова,56,5,7,Аниматор,73362148739,127000,1
Джалина Натапова,82,8,0,Дегустатор,72481458005,149000,0
Долгмысл Мальгамов,53,7,7,Иллюстратор,71316444591,137000,1
Шахрийар Яббаров,32,3,3,Психиатр,73206602612,146000,0
Танит Чекмотаев,45,9,3,Спичрайтер,75902974607,113000,0
Мордка Ипатов-Деева,41,7,5,Инженер-конструктор,77473705511,107000,0
Барно Никонин,72,2,0,Рыбак,73023435021,126000,0
Донка Михирева,75,3,7,Секретарь,74379118677,131000,0
Феотим Быльцов,90,5,3,Специалист по стрижке овец,79315564724,116000,0
Дилхох Обыденков,42,1,1,Электрик,73766450457,146000,0
Татиан Ширлин,41,4,7,Бизнес-аналитик,72839540250,129000,1
Сниедзе Баклажук,34,1,3,Горняк,78631208694,137000,0
Рио Сюравчик,86,1,0,Генеральный секретарь,76711424809,129000,0
Вильман Касимский,86,1,1,Садовник,72059218576,110000,0
Сорин Гиммель,65,7,1,Оториноларинголог (ЛОР),75817302121,142000,1
Джавион Жарков,90,5,1,Сурдопедагог,71895126622,143000,0
Гизеля Евлина,39,9,3,Ботаник,75026609549,149000,1
Хаббан Пышаков,68,6,3,Кладовщик,72571564141,146000,0
Дусбирган Каршибаев,67,3,2,Стрелочник,77716460202,137000,0
Энергина Вязовкина,19,6,2,Драпировщик,77804974629,135000,1
Адзип Трунехин,48,7,4,Педагог,73624276186,143000,1
Айби Хазариди,19,1,3,Горняк,73383657572,109000,0
Аделеида Фрейсрова,62,4,3,Банкир,73450966559,127000,1
Гортенси Наварро,83,1,7,Прозектор,75941122119,118000,0
Петруся Болондина,35,8,3,Инженер-химик,74152149908,122000,0
Северьян Гудин,67,1,1,Психиатр,79099098069,113000,0
Рахия Неворотина,96,1,4,Столяр,72204873567,128000,1
Адонна Лаская,59,0,0,Товаровед,72150302958,138000,1
Бенямин Севолгин,75,9,4,Венеролог,78962206143,133000,0
Фтодий Бочегаев,98,5,5,Ректор,78715114644,138000,0
Афисат Лубинов,70,3,3,Художник по костюму,71563340894,108000,0
Вилли Списивцев,72,2,1,Стрелочник,73544421076,138000,0
Дружимир Кралев,82,2,3,Маникюрша,78228463434,106000,0
Доброста Каськова,61,3,3,Энергетик,73366445839,107000,1
Нурсаним Малакшин,40,3,7,Стрелочник,71161588968,135000,1
Стас Птухин,43,9,0,Дирижер,74357400021,143000,0
Зиярат Копатков,84,4,6,Бортинженер,72891594860,114000,0
Федим Слепков,21,2,3,Прокурор,76703940350,132000,0
Линнард Харевич,67,6,3,Маникюрша,71915663419,138000,1
Зяфиля Шилинговская,26,2,4,Хирург,76803669305,135000,1
Филомена Дицкова,55,4,3,Упаковщик,75393234647,103000,1
Афрадита Туржанова,72,9,6,Изобретатель,71710740561,131000,1
Варда Склема,24,2,3,Вышивальщица,73537639465,113000,1
Абдессалем Ишкарин,54,2,2,Терапевт,73766450461,148000,0
Олумп Раздаев,59,4,2,Реставратор,73639893842,145000,0
Исменаз Тарелкин,37,7,0,Банкир,71257619674,144000,1
Иисус Бойченко,74,1,6,Крановщик,71672561221,147000,0
Вафия Коротушкина,26,9,7,Автомеханик,71948714919,133000,0
Пантелеймоний Купцова-Легковод,55,7,3,Дегустатор,71722014992,127000,0
Патермуфий Харкалюк,71,2,4,Журналист,71338478377,123000,1
Пиррос Трепалин,90,5,1,Билетный кассир,72571564137,127000,0
Микеланджело Журавишкин,49,0,5,Администратор гостиницы,72593008834,105000,1
Уилан Сакадынов,78,5,5,Оператор кино и телевидения,74097052115,137000,0
Илония Штокина,51,3,7,Менеджер по работе с клиентами,74335872259,145000,1
Альветина Суторлина,46,2,4,Дегустатор,76711424811,138000,0
Ноей Князев,50,5,0,Булочник,71590438451,131000,0
Абдулкарим Бекинеев,77,7,3,Фальцовщик,72151462500,100000,1
Аййар Миникис,21,3,6,Финансовый аналитик,78346715409,118000,0
Людви Мяликов,79,5,6,Эколог,72188006124,136000,0
Аромаис Кумачев,88,7,4,Археолог,78364098714,147000,1
Каталея Зимухина,90,0,5,Месильщик,76165159093,120000,0
Алхадир Деменьчонок,56,0,3,Спортивный врач,78212774181,132000,0
Аубекир Белоконный,25,5,6,Закройщик,71679093725,117000,0
Рудмила Травкина,34,1,7,Спичрайтер,77930214433,116000,0
Хавария Салиман-Владимирова,83,4,0,Дегустатор,73504024517,119000,0
Иеремия Рацеева,47,2,3,Критик,79566351414,112000,1
Незамысл Лузгинов,91,5,5,Венеролог,74512946650,137000,0
Овсей Милх,53,1,0,Охранник,79826729599,135000,0
Мухсин Скучаревский,62,4,2,Плотник,71569407968,149000,0
Эллона Синюшкина,40,6,7,Месильщик,79124803323,126000,1
Самур Лошкомоев,68,4,4,Маклер,71081835077,135000,0
Авдакт Зинковецкий,82,2,2,Референт,75275267223,138000,0
Шейхим Лоптов,84,7,1,Визажист,77888744180,126000,1
Пармен Вакштаев,33,5,0,Администратор предприятия торговли,76094377918,120000,0
Себиан Бойдо,41,3,2,Мануалист,73593891101,103000,1
