Name,Age,Education,Children,Profession,Phone,Amount
Асылбика Перебаскина,34,5,7,Изобретатель,78596341761,121000
Аджимир Бугуев,60,7,3,Фотограф,74010969912,138000
Колола Сацкая,93,1,4,Радист,71732407105,103000
Агуза Цыпцова,93,5,5,Бизнес-аналитик,72976196173,136000
Фолкнер Магергут,51,8,5,Страховой агент,79213864843,130000
Адресса Фаттяхутдинова,97,8,4,Биоинженер,76636940055,109000
Саржент Нарымов,27,7,7,Маляр,74301261903,146000
Ева Загараева,73,3,4,Генетик,72640349574,108000
Ассан Палянский,88,3,4,Инженер,76005917335,116000
Раджив Кленч,25,6,5,Сметчик,71227094291,147000
Меласипп Маковенко,74,0,7,Менеджер,76256414689,145000
Бендо Кряжин,66,4,4,Менеджер по туризму,71236725379,113000
Яфимьян Сохранев,38,7,3,Дипломат,79614818816,127000
Паудер Кучмей,44,1,0,Банкир,71266063510,135000
Хулуд Протащик,74,0,2,Энергетик,73464189518,103000
Махружат Гаврик,68,3,1,Летчик,77626201523,147000
Алфят Волевач,40,0,4,Уборщица,73071182902,142000
Сона Циплина,52,0,0,Уролог,78450433515,112000
Евгеления Поджарская,96,4,6,Бизнес-аналитик,78494750835,129000
Файз Мадатян,86,1,0,Менеджер по персоналу,73284974266,105000
Ахтам Мереминский,46,3,3,Банкир,72730513233,149000
Редфорд Горнушин,70,4,5,Администратор базы данных,78663480326,104000
Вэар Канашенко,20,5,0,Стрелочник,71842624128,139000
Раймундо Кемлер,81,0,5,Менеджер по продажам,71332389884,101000
Аргула Саранова,51,9,5,Дегустатор,72072555381,143000
Абдельжабар Стригуцкий,91,5,3,Психолог,73297354759,107000
Аджаиб Левчук,73,5,0,Водитель,71253592350,109000
Дорена Амбарцумова,69,0,3,Банкир,77923536141,104000
Дерйа Менушенкова,49,9,2,Диктор,79136021642,127000
Алпер Околович,48,0,4,Анестезиолог,73276373200,135000
Хрисос Тодорашко,51,5,2,Издатель,79329460150,101000
Томислава Россейкина,77,5,4,Шеф-повар,76053586696,115000
Атлас Ловкевич,87,9,4,Спортивный тренер,71992883019,147000
Едигир Книшевский,84,8,0,Продакт-менеджер,72060246136,101000
Зореслав Иваськов,91,1,1,Социолог,71417364419,144000
Мазаль Кисвянцев,30,5,3,Менеджер по персоналу,73168600546,128000
Йар Голистов,54,0,6,Дегустатор,71379835097,136000
Ваклентина Гремячкина,26,1,1,Экспедитор,74758154164,111000
Изза Рушихина,32,2,1,Каменщик,76384157567,126000
Силванна Байрачная,34,4,7,Стрелочник,74561217363,144000
Фавелий Масеров,81,8,2,Булочник,78910826373,121000
Идэна Закурская,26,9,0,Стрелочник,78534741894,108000
Албике Азнабакиев,52,6,7,Крановщик,76273699135,130000
Кильдеяр Литвин,76,6,4,Бульдозерист,72006613623,110000
Будислав Баскуков,30,5,6,Кондитер,73180604207,147000
Чёт Дежев,55,9,0,Настройщик музыкальных инструментов,76927834347,102000
Никодор Яныгин,65,9,6,Психотерапевт,74350901020,107000
Шадра Семцкая,82,7,1,Рыбак,72664737609,119000
Евсевон Штрейс,74,6,0,Гид-переводчик,75653300577,104000
Шакирд Иванекин,20,3,5,Рыбак,73842896612,140000
Ковбой Курмышов,24,4,7,Пожарный,77994878426,112000
Заби Кармачев,50,9,5,Оториноларинголог (ЛОР),76955659430,132000
Хаккиа Саволена,47,1,1,Менеджер торгового зала,72106085645,143000
Субхон Пелунский,39,9,7,Стрелочник,77883660417,133000
Харытина Скугарева,84,8,5,Токарь,73213256646,141000
Мелех Корнатовский,33,7,7,Реставратор,75585361607,116000
Тайс Цаун,90,1,4,Секретарь,77674599367,137000
Квинтин Туйсузян,61,1,0,Винодел,74200167618,100000
Фримма Чуленева,81,3,3,Генетик,71111892164,104000
Кухинур Ольшевский,34,3,4,Штукатур,77236287263,115000
Мулла Смирина,85,2,7,Терапевт,74473212211,122000
Йошка Рвачева,92,4,7,Ассистент менеджера по продажам,72121255087,124000
Авизар Чекарьков,24,3,0,Отделочник,76506831976,136000
Абебула Польназарова,48,9,4,Главный инженер,78784932122,127000
Дилик Колинько,62,7,3,Правовед,76931829688,113000
Амолий Эндрекус,31,4,4,Настройщик музыкальных инструментов,73380409138,120000
Таймур Белевитнев,81,4,0,Композитор,71467732553,128000
Измаиль Телькушев,88,7,7,Web-дизайнер,73245765058,148000
Ерл Холзин,70,4,4,Менеджер по рекламе,72730513231,137000
Джанти Кирзин,31,8,6,Менеджер по закупкам,78350315026,135000
Амфия Горчица,59,0,0,Бизнес-аналитик,71044342296,101000
Сахри Базуев,25,8,2,Логист,72850272229,112000
Казима Юсуфджанова,55,5,2,Винодел,79117550011,111000
Санеслав Караченков,87,4,0,Фотограф,73395837336,135000
Добровеста Юшихина,70,4,1,Промоутер,77664698128,110000
Юстин Челепис,63,1,7,Звукооператор,79685479165,115000
Абльтар Барухов,91,5,3,Маникюрша,71557832452,101000
Джэгэн Хренин,20,8,4,Моряк,75205626963,112000
Дарсами Лоскутников,71,9,4,Физик,78677305147,127000
Алилан Штырков,70,4,6,Ботаник,74203904477,115000
Изолодия Штурмина,28,9,4,Социолог,76036654092,115000
Себастьяна Крамерова,86,5,6,Звукооператор,74671544739,104000
Станислас Чапличин,90,9,6,Сметчик,79704142358,121000
Липьяда Забалиева,95,8,7,Стрелочник,73275370248,126000
Героника Рогозинская,89,0,0,Писатель,74259476311,100000
Среброзар Сафицин,63,4,3,Строитель,73852499811,127000
Эберхард Манашкин,95,0,4,Бизнес-аналитик,77209636696,117000
Джилберто Гольднеер,50,2,3,Главный инженер,76069014703,124000
Фэйвиш Вагизов,69,0,6,Бизнес-тренер,78641619761,145000
Васюта Баясова,45,8,3,Таксист,75408069418,125000
Марцек Коробченков,78,3,2,Ботаник,74693713335,105000
Ашоре Нуралин,45,2,7,Банкир,73153209498,138000
Темешрис Бахтигузин,47,2,1,Бизнес-аналитик,79532336764,129000
Алмера Сыромкина,58,8,6,Продавец,72005290860,121000
Мукаммил Измагуров,56,6,0,Технолог,75322130546,109000
Турстон Фриденталь,23,6,2,Ботаник,79825219528,108000
Аукеш Эдмин,34,6,4,Оператор кино и телевидения,77746382241,107000
Онората Штурлина,61,7,2,Техник по эксплуатации,74913240075,110000
Соннет Колоног,62,3,0,Проктолог,77774597852,130000
Корделита Шанткрина,89,6,2,Врач-диетолог,72382269283,119000
Расмия Калабушкина,24,6,5,Постановщик трюков,78722776612,146000
Кристован Лутц,86,3,3,Художник по костюму,72607556375,140000
Данеш Рубинштейн,27,5,5,Ботаник,73969018912,138000
Джайсон Матиулин,28,8,0,Финансовый аналитик,71288640668,119000
Гасем Трамм,19,4,5,Психотерапевт,74908310892,114000
Инандж Хрящиков,61,7,2,Верстальщик,79151403739,107000
Хаййан Мелетян,89,1,5,Бренд-менеджер,77105126856,130000
Шейх Браснуев,40,0,0,Оператор call-центра,73530419206,141000
Гелина Ошметкова,59,3,5,Кинолог,77105126862,139000
Амра Марусичева,89,4,1,Стрелочник,74608925504,101000
Юлиания Вилятицкая,68,7,0,Слесарь,77875850315,127000
Акадий Бугаевский,76,7,3,Цветочница,74985334052,105000
Люлиана Телецкая,70,9,5,Пастух,77875850306,108000
Кужел Кулиш,52,6,1,Web-программист,79237292053,115000
Гуарил Лытхин,89,5,1,Дегустатор,72093947006,124000
Калинди Ибляминов,18,3,7,Слесарь-механик,79836872981,129000
Алмаса Суботина,79,6,3,Правовед,73192976564,146000
Аьберт Тян,59,0,2,Инкассатор,79894703055,137000
Эллия Гражданикова,30,0,0,Андролог,71858413840,102000
Аилаз Андрионов,92,3,2,Мануалист,77972510819,140000
Артус Шелупин,31,8,1,Водитель,75209952051,119000
